"~id","~start_node_id","~end_node_id","~relationship_type","split","evidence","sentence_id","evidence_source","confidence","document","is_revised","relation_name","relation_id"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926570311756287972","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:4068","HEAD_OF_GOVERNMENT","train_revised","['In 1993 ','President Bill Clinton appointed Jones as United States Attorney for the Southern District of Texas .']","['2']","annotated",1,"Gaynelle Griffin Jones","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6933325711197343716","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:4068","HEAD_OF_GOVERNMENT","train_revised","['The law was passed by the 104th United States Congress on March 6 ','1996 and enacted into law by the 42nd President of the United States Bill Clinton on March 12 ','1996 .']","['4']","annotated",1,"Helms–Burton Act","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6922066712128918562","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:5154","HEAD_OF_GOVERNMENT","train_revised","[]","[]","unresolved_multihop",1,"Small Business Administration","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6937829310824715304","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:5160","HEAD_OF_GOVERNMENT","train_revised","['Hillary Clinton ','the nominee of the Democratic Party for president of the United States in 2016 ','has taken positions on political issues while serving as First Lady of Arkansas ( 1979 – 81 ; 1983 – 92 ) ','First Lady of the United States ( 1993 – 2001 ) ; as U.S.','Senator from New York ( 2001 – 2009 ) ; and serving as the United States Secretary of State ( 2009 – 2013 ) .','She lost the electoral college and the 2016 US presidential election to billionaire real estate mogul Donald Trump ','despite winning the popular vote by more than 2.8 million votes .']","['0','1','5']","annotated",1,"Political positions of Hillary Clinton","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6964850908588938280","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:5160","HEAD_OF_GOVERNMENT","train_revised","['Trump Unauthorized is a 2005 biographical television film about businessman and future president of the United States Donald Trump .']","['0']","annotated",1,"Trump Unauthorized","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6967102708402623528","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:5160","HEAD_OF_GOVERNMENT","dev_revised","['This is a list of United States ambassadors appointed by the 45th President of the United States ','Donald Trump .']","['0']","annotated",1,"United States Ambassadors appointed by Donald Trump","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315233392","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:5232","HEAD_OF_GOVERNMENT","train_revised","['Northern Seminary is a Christian seminary located in Lisle ','Illinois ','US ','near Chicago .','In 2004 Northern 's then - president Charles Moore joined many other Protestant evangelicals in endorsing Roman Catholic film director Mel Gibson 's The Passion of the Christ .']","['0','4']","annotated",1,"Northern Baptist Theological Seminary","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315234789","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:6629","HEAD_OF_GOVERNMENT","train_revised","['The tower was named after former Ohio Governor James A. Rhodes who is responsible for signing the legislation that created Cleveland State University on December 18 ','1964 .']","['5']","annotated",1,"Rhodes Tower","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6922066712128920943","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7535","HEAD_OF_GOVERNMENT","train_revised","['The Church of the Presidents is a former Episcopal chapel on the Jersey Shore where seven United States presidents worshiped .','It was visited by presidents Chester A. Arthur ','James Garfield ','Ulysses S. Grant ','Benjamin Harrison ','Rutherford Hayes ','William McKinley ','and Woodrow Wilson .']","['0','1']","annotated",1,"Church of the Presidents (New Jersey)","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315235696","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7536","HEAD_OF_GOVERNMENT","train_revised","['The Church of the Presidents is a former Episcopal chapel on the Jersey Shore where seven United States presidents worshiped .','It was visited by presidents Chester A. Arthur ','James Garfield ','Ulysses S. Grant ','Benjamin Harrison ','Rutherford Hayes ','William McKinley ','and Woodrow Wilson .']","['0','1']","annotated",1,"Church of the Presidents (New Jersey)","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926570311756291441","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7537","HEAD_OF_GOVERNMENT","train_revised","['The Church of the Presidents is a former Episcopal chapel on the Jersey Shore where seven United States presidents worshiped .','It was visited by presidents Chester A. Arthur ','James Garfield ','Ulysses S. Grant ','Benjamin Harrison ','Rutherford Hayes ','William McKinley ','and Woodrow Wilson .']","['0','1']","annotated",1,"Church of the Presidents (New Jersey)","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315235698","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7538","HEAD_OF_GOVERNMENT","train_revised","['The Church of the Presidents is a former Episcopal chapel on the Jersey Shore where seven United States presidents worshiped .','It was visited by presidents Chester A. Arthur ','James Garfield ','Ulysses S. Grant ','Benjamin Harrison ','Rutherford Hayes ','William McKinley ','and Woodrow Wilson .']","['0','1']","annotated",1,"Church of the Presidents (New Jersey)","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315235699","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7539","HEAD_OF_GOVERNMENT","train_revised","['The Church of the Presidents is a former Episcopal chapel on the Jersey Shore where seven United States presidents worshiped .','It was visited by presidents Chester A. Arthur ','James Garfield ','Ulysses S. Grant ','Benjamin Harrison ','Rutherford Hayes ','William McKinley ','and Woodrow Wilson .']","['0','1']","annotated",1,"Church of the Presidents (New Jersey)","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6922066712128920948","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7540","HEAD_OF_GOVERNMENT","train_revised","['The Church of the Presidents is a former Episcopal chapel on the Jersey Shore where seven United States presidents worshiped .','It was visited by presidents Chester A. Arthur ','James Garfield ','Ulysses S. Grant ','Benjamin Harrison ','Rutherford Hayes ','William McKinley ','and Woodrow Wilson .']","['0','1']","annotated",1,"Church of the Presidents (New Jersey)","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6931073911383662215","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7815","HEAD_OF_GOVERNMENT","train_revised","[]","[]","unresolved_multihop",1,"Directorio Revolucionario Estudiantil","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6928822111569977115","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7963","HEAD_OF_GOVERNMENT","train_revised","[]","[]","unresolved_multihop",1,"Small Business Administration","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315238218","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:10058","HEAD_OF_GOVERNMENT","train_revised","['James Madison Porter ( January 6 ','1793 – November 11 ','1862 ) served as the 18th United States Secretary of War and was a founder of Lafayette College .','He was a professor of jurisprudence and political economy at Lafayette College ( 1837 - 1852 ) ','a judge of the twelfth judicial district ( 1839 ) ','ad interim Secretary of War under President John Tyler ( 1843 ) ','and was elected as a member of the Pennsylvania House of Representatives in 1849 .']","['0','4']","annotated",1,"James Madison Porter","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315242581","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14421","HEAD_OF_GOVERNMENT","train_revised","[]","[]","unresolved_multihop",1,"Helms–Burton Act","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315248206","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20046","HEAD_OF_GOVERNMENT","train_revised","['Franklin Harper Elmore ( October 15 ','1799May 29 ','1850 ) was a United States Representative and Senator .','From 1839 to 1850 he was president of the Bank of the State of South Carolina 1839 - 1850 ; he declined appointment by President James Polk as Minister to Great Britain .']","['0','4']","annotated",1,"Franklin H. Elmore","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6937829310824731033","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20889","HEAD_OF_GOVERNMENT","train_revised","['They also cited Trump 's alleged interference with the Federal Bureau of Investigation 's review of Russian interference in the 2016 United States elections and his travel ban issue as reasons for his impeachment .']","['3']","inferred_cooccurrence",1,"Impeachment March","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6940081110638416281","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20889","HEAD_OF_GOVERNMENT","train_revised","['An attempt to upgrade Conner 's Distinguished Service Cross to the Medal of Honor ','the United States military 's highest decoration for valor ','took 22 years .','On 29 March 2018 ','the White House announced President Trump would award the Medal of Honor to Garlin Murl Conner in a ceremony at the White House .']","['3','4']","annotated",1,"Garlin Murl Conner","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315252435","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:24275","HEAD_OF_GOVERNMENT","train_revised","['Emory Marvin Underwood ( December 11 ','1877 – August 28 ','1960 ) was a United States federal judge .','On February 7 ','1931 ','Underwood was nominated by President Herbert Hoover to a seat on the United States District Court for the Northern District of Georgia vacated by Samuel H. Sibley .']","['0','6']","annotated",1,"Emory Marvin Underwood","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919814912315275379","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:47219","HEAD_OF_GOVERNMENT","dev_revised","['The National Turkey Federation ( NTF ) is the non - profit national trade association based in Washington ','D.C. ','United States ','representing the turkey industry and its allies and affiliates .','NTF began presenting the National Thanksgiving Turkey during the presidency of Harry Truman .']","['0','4']","annotated",1,"National Turkey Federation","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917563112501590132","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","4:94d2b4d1-0616-4f97-90b3-3538986833d7:47220","HEAD_OF_GOVERNMENT","dev_revised","[]","[]","unresolved_multihop",1,"National Turkey Federation","true","head of government","P6"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157428402769100908","4:94d2b4d1-0616-4f97-90b3-3538986833d7:108","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","COUNTRY","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .','It is a part of the Metro - East region of the Greater St. Louis metropolitan area .']","['0','2']","annotated",1,"Alton, Illinois","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155177702467043436","4:94d2b4d1-0616-4f97-90b3-3538986833d7:108","4:94d2b4d1-0616-4f97-90b3-3538986833d7:106","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .']","['0']","inferred_cooccurrence",1,"Alton, Illinois","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157429502280728684","4:94d2b4d1-0616-4f97-90b3-3538986833d7:108","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .','It is a part of the Metro - East region of the Greater St. Louis metropolitan area .']","['0','2']","annotated",1,"Alton, Illinois","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152925902653358188","4:94d2b4d1-0616-4f97-90b3-3538986833d7:108","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .']","['0']","inferred_cooccurrence",1,"Alton, Illinois","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155187598071693421","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:127","CONTINENT","train_revised","['The lake chubsucker ( Erimyzon sucetta ) is a freshwater fish endemic to North America ','being found in the Great Lakes and the Mississippi River basin ','as far north as Ontario ','Canada ','extending south to the Gulf of Mexico .','This being said ','its range has declined in many states like Missouri ','Arkansas ','Ohio ','and possibly even Tennessee .']","['0','8']","annotated",1,"Lake chubsucker","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152939096792891501","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:104","LOCATED_IN_OR_NEXT_TO_BODY_OF_WATER","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .']","['0']","inferred_cooccurrence",1,"Alton, Illinois","true","located in or next to body of water","P206"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155190896606576749","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:104","LOCATED_IN_OR_NEXT_TO_BODY_OF_WATER","train_revised","[]","[]","unresolved_multihop",1,"Island Number Ten","true","located in or next to body of water","P206"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157442696420261997","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:104","LOCATED_IN_OR_NEXT_TO_BODY_OF_WATER","train_revised","['The city emerged as the largest steamboat hub on the Mississippi River north of St. Louis ','Missouri .']","['5']","inferred_cooccurrence",1,"Galena, Illinois","true","located in or next to body of water","P206"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159694496233947245","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:104","LOCATED_IN_OR_NEXT_TO_BODY_OF_WATER","dev_revised","[]","[]","unresolved_multihop",1,"Elwood Buchanan","true","located in or next to body of water","P206"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157452592024911981","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:25","MOUTH_OF_THE_WATERCOURSE","dev_revised","[]","[]","unresolved_multihop",1,"Big Muddy Creek (Missouri River tributary)","true","mouth of the watercourse","P403"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152948992397541485","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:104","MOUTH_OF_THE_WATERCOURSE","train_revised","['The city emerged as the largest steamboat hub on the Mississippi River north of St. Louis ','Missouri .']","['5']","annotated",1,"Galena, Illinois","true","mouth of the watercourse","P403"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155200792211226733","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:104","MOUTH_OF_THE_WATERCOURSE","train_revised","['The lake chubsucker ( Erimyzon sucetta ) is a freshwater fish endemic to North America ','being found in the Great Lakes and the Mississippi River basin ','as far north as Ontario ','Canada ','extending south to the Gulf of Mexico .','This being said ','its range has declined in many states like Missouri ','Arkansas ','Ohio ','and possibly even Tennessee .']","['0','8']","annotated",1,"Lake chubsucker","true","mouth of the watercourse","P403"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1000","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","COUNTRY","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .']","['0']","annotated",1,"Alton, Illinois","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1077","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","COUNTRY","train_revised","['Hiram is an unincorporated community in eastern Wayne County ','Missouri ','United States .']","['0']","annotated",1,"Hiram, Missouri","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1080","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Ann Wagner","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2033","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","COUNTRY","train_revised","['- each workshop originates in a different small town in Missouri ','which is used as a backdrop for attendees from the United States and other countries to work on photograph storytelling methods such as research ','observation ','and timing .']","['5']","inferred_cooccurrence",1,"Missouri Photo Workshop","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2077","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","COUNTRY","train_revised","['Faurot Field ','at Memorial Stadium is a stadium in Columbia ','Missouri ','United States ','on the campus of the University of Missouri .','It is the second - largest sports facility by seating capacity in the state of Missouri ','to Arrowhead Stadium in Kansas City .','Until 2012 it was the site of the annual ' Providence Bowl ' game between Hickman and Rock Bridge high schools ','so named because both schools are located on Providence Road in Columbia ','and Faurot is roughly equidistant between the two .','This tradition stopped when Missouri joined the Southeastern Conference and conference scheduling made hosting the game more difficult .','Faurot Field was also home to the Missouri State High School Activities Association ( MSHSAA ) football championships for many years ','now held in St. Louis in the climate - controlled Dome at America 's Center .']","['0','2','5','6','7']","annotated",1,"Faurot Field","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1202","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:248","COUNTRY","train_revised","['Charlotte Angus ( February 2 ','1911 – March 2 ','1989 ) was an American artist .','A native of Kansas City ','Missouri ','Angus moved to Philadelphia when young and grew up in that city .','She then ','in 1936 ','became involved with the Federal Art Project ','beginning by painting sets for the Federal Theater Project and continuing by contributing to the Index of American Design .','Much of the work she produced for the Index of American Design is currently held by the National Gallery of Art .']","['0','1','3','9']","annotated",1,"Charlotte Angus","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1282","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:248","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Lloyd Morey","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1295","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:248","COUNTRY","train_revised","['William Quintillis Dallmeyer ( October 23 ','1829 – March 15 ','1908 ) was an American Missouri politician .','He emigrated to the United States in 1845 ','living in New York City and New Orleans ','Louisiana ','before settling in St. Louis ','Missouri ','where he worked in the dry goods business .']","['0','2']","annotated",1,"William Q. Dallmeyer","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1593","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:248","COUNTRY","train_revised","['Eric Henry Monkkonen ( August 17 ','1942 in Kansas City ','Missouri – May 30 ','2005 in Culver City ','California ) was an American urban and social science historian who conducted authoritative studies on the history of crime as well as urban development .']","['0']","inferred_cooccurrence",1,"Eric Henry Monkkonen","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2331","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:248","COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Elwood Buchanan","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1079","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:315","COUNTRY","train_revised","['Ann Louise Wagner ( née Trousdale ; born September 13 ','1962 ) is an American politician who currently serves as the incumbent U.S. Representative for Missouri 's 2nd congressional district ','serving since 2013 .']","['0']","annotated",1,"Ann Wagner","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1222","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:315","COUNTRY","train_revised","['Ernest Edward Wood ( August 24 ','1875 – January 10 ','1952 ) was a U.S. Representative from Missouri .']","['0']","annotated",1,"Ernest E. Wood","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1294","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:315","COUNTRY","train_revised","['Oregon County is a county located in the southern portion of the U.S. state of Missouri .','The county was officially organized on February 14 ','1845 ','and was named for the Oregon Territory in the northwestern United States .','Home to a large area of the Mark Twain National Forest ','Oregon County contains more national forest acreage than any county in the state of Missouri .']","['0','3','4']","annotated",1,"Oregon County, Missouri","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1978","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:315","COUNTRY","train_revised","['James Hugh Relfe ( October 17 ','1791 – September 14 ','1863 ) was a U.S. Representative from Missouri .','He was appointed United States marshal for the district of Missouri February 17 ','1841 .']","['0','7']","annotated",1,"James Hugh Relfe","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2269","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:315","COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Big Muddy Creek (Missouri River tributary)","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2347","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:315","COUNTRY","dev_revised","['Iowa Telecommunications Services ','Inc. ','commonly known as Iowa Telecom ','provided local telephone service to former GTE customers in the U.S. states of Iowa ','Missouri ','Illinois ','and Minnesota .']","['0']","annotated",1,"Iowa Telecom","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1361","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:905","COUNTRY","train_revised","['Dos Reales is a Mexican restaurant chain found in the Midwest and Great Plains of the United States .','It operates as a franchise in the states of Kansas ','Missouri and Illinois .']","['0','1']","annotated",1,"Dos Reales","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1400","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:905","COUNTRY","train_revised","['Owing to these deposits ','Galena was the site of the first major mineral rush in the United States .','The city emerged as the largest steamboat hub on the Mississippi River north of St. Louis ','Missouri .']","['3','5']","annotated",1,"Galena, Illinois","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1795","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:905","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Qiu Xiaolong","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2086","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:905","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Jacob Billikopf","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2096","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:905","COUNTRY","train_revised","['He served as the United States Congressman for Missouri 's 7th congressional district for two terms and presided over the United States District Court for the Western District of Arkansas for 21 years .']","['1']","annotated",1,"Isaac Parker","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2374","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Alton is a city on the Mississippi River in Madison County ','Illinois ','United States ','about north of St. Louis ','Missouri .']","['0']","annotated",1,"Alton, Illinois","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2450","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Hiram is an unincorporated community in eastern Wayne County ','Missouri ','United States .']","['0']","annotated",1,"Hiram, Missouri","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:2453","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"Ann Wagner","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:3517","4:94d2b4d1-0616-4f97-90b3-3538986833d7:109","4:94d2b4d1-0616-4f97-90b3-3538986833d7:107","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['- each workshop originates in a different small town in Missouri ','which is used as a backdrop for attendees from the United States and other countries to work on photograph storytelling methods such as research ','observation ','and timing .']","['5']","inferred_cooccurrence",1,"Missouri Photo Workshop","true","located in the administrative territorial entity","P131"
