"~id","~labels","aliases","name","id","type"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:533","ORG;ZEntity","['Action libérale nationale']","Action libérale nationale","Action libérale nationale::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:535","ORG;ZEntity","['Union Nationale']","Union Nationale","Union Nationale::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:538","ORG;ZEntity","['Quebec Liberal Party']","Quebec Liberal Party","Quebec Liberal Party::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:541","TIME;ZEntity","['1936']","1936","1936::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:543","TIME;ZEntity","['1944']","1944","1944::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:545","TIME;ZEntity","['1945','October 1945']","1945","1945::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:547","MISC;ZEntity","['Atomic Blonde']","Atomic Blonde","Atomic Blonde::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:548","MISC;ZEntity","['The Coldest City']","The Coldest City","The Coldest City::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:549","LOC;ZEntity","['Berlin Wall']","Berlin Wall","Berlin Wall::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:550","TIME;ZEntity","['1989','October 1989']","1989","1989::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:551","PER;ZEntity","['David Leitch','Leitch']","David Leitch","David Leitch::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:552","PER;ZEntity","['Kurt Johnstad']","Kurt Johnstad","Kurt Johnstad::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:553","PER;ZEntity","['Charlize Theron','Theron']","Charlize Theron","Charlize Theron::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:554","PER;ZEntity","['James McAvoy','McAvoy']","James McAvoy","James McAvoy::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:555","PER;ZEntity","['John Goodman']","John Goodman","John Goodman::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:556","PER;ZEntity","['Til Schweiger']","Til Schweiger","Til Schweiger::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:557","PER;ZEntity","['Eddie Marsan']","Eddie Marsan","Eddie Marsan::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:558","PER;ZEntity","['Sofia Boutella']","Sofia Boutella","Sofia Boutella::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:559","PER;ZEntity","['Toby Jones']","Toby Jones","Toby Jones::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:560","MISC;ZEntity","['South by Southwest']","South by Southwest","South by Southwest::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:561","ORG;ZEntity","['Focus Features']","Focus Features","Focus Features::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:563","MISC;ZEntity","['John Wick']","John Wick","John Wick::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:564","MISC;ZEntity","['March','March for Women 's Lives']","March for Women 's Lives","March for Women 's Lives::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:565","TIME;ZEntity","['April 25','2004']","April 25, 2004","April 25, 2004::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:566","LOC;ZEntity","['National Mall']","National Mall","National Mall::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:567","LOC;ZEntity","['D.C.','Washington','Washington ','D.C.']","Washington , D.C.","Washington , D.C.::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:568","MISC;ZEntity","['Partial-Birth Abortion Ban Act']","Partial-Birth Abortion Ban Act","Partial-Birth Abortion Ban Act::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:571","ORG;ZEntity","['AP','Associated Press']","Associated Press","Associated Press::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:572","ORG;ZEntity","['BBC','Corporation']","BBC","BBC::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:574","MISC;ZEntity","['Million Man March','Million Man March of 1995']","Million Man March of 1995","Million Man March of 1995::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:575","ORG;ZEntity","['National Park Service']","National Park Service","National Park Service::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:576","ORG;ZEntity","['Washington Post']","Washington Post","Washington Post::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:578","ORG;ZEntity","['BSP','Belgian Socialist Party','PSB']","Belgian Socialist Party","Belgian Socialist Party::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:579","TIME;ZEntity","['1978','March 1978']","1978","1978::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:580","ORG;ZEntity","['Belgian Labour Party']","Belgian Labour Party","Belgian Labour Party::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:581","TIME;ZEntity","['1885']","1885","1885::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:582","TIME;ZEntity","['1940']","1940","1940::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:583","LOC;ZEntity","['Belgian','Belgium']","Belgian","Belgian::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:584","ORG;ZEntity","['Nazi','Nazis','Ratweek']","Nazi","Nazi::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:585","LOC;ZEntity","['Wallonia']","Wallonia","Wallonia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:586","ORG;ZEntity","['EEC','European Economic Community']","European Economic Community","European Economic Community::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:587","ORG;ZEntity","['Socialistische Partij']","Socialistische Partij","Socialistische Partij::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:588","ORG;ZEntity","['Parti Socialiste']","Parti Socialiste","Parti Socialiste::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:589","ORG;ZEntity","['Francophone']","Francophone","Francophone::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:590","PER;ZEntity","['Gutmann','Guzmán','Hans Gutmann','Hans Gutmann Guster','Juan Guzmán','Juanito']","Juan Guzmán","Juan Guzmán::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:591","TIME;ZEntity","['28 October 1911']","28 October 1911","28 October 1911::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:592","TIME;ZEntity","['1982']","1982","1982::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:593","LOC;ZEntity","['Mexican','Mexico']","Mexican","Mexican::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:594","MISC;ZEntity","['Spanish Civil War']","Spanish Civil War","Spanish Civil War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:595","PER;ZEntity","['Frida Kahlo','Kahlo']","Frida Kahlo","Frida Kahlo::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:596","PER;ZEntity","['Diego Rivera']","Diego Rivera","Diego Rivera::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:597","LOC;ZEntity","['Cologne','Köln']","Cologne","Cologne::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:598","ORG;ZEntity","['International Brigades']","International Brigades","International Brigades::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:599","LOC;ZEntity","['Spain','Spanish']","Spanish","Spanish::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:601","ORG;ZEntity","['Agencia EFE']","Agencia EFE","Agencia EFE::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:602","LOC;ZEntity","['Madrid']","Madrid","Madrid::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:604","PER;ZEntity","['Marina Ginestà']","Marina Ginestà","Marina Ginestà::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:605","LOC;ZEntity","['Hotel Colón']","Hotel Colón","Hotel Colón::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:606","LOC;ZEntity","['Barcelona']","Barcelona","Barcelona::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:608","PER;ZEntity","['Gerardo Murillo']","Gerardo Murillo","Gerardo Murillo::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:609","PER;ZEntity","['Jesús Reyes Ferreira']","Jesús Reyes Ferreira","Jesús Reyes Ferreira::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:610","PER;ZEntity","['José Clemente Orozco']","José Clemente Orozco","José Clemente Orozco::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:611","LOC;ZEntity","['Mexico City']","Mexico City","Mexico City::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:612","PER;ZEntity","['Hanscarl Leuner']","Hanscarl Leuner","Hanscarl Leuner::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:613","TIME;ZEntity","['1919','22 June 1919','April 1919','March 1 ','1919','March 1','1919']","1919","1919::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:614","LOC;ZEntity","['Bautzen']","Bautzen","Bautzen::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:615","TIME;ZEntity","['1996','October 1996']","1996","1996::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:616","LOC;ZEntity","['Göttingen']","Göttingen","Göttingen::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:617","ORG;ZEntity","['Frankfurt University']","Frankfurt University","Frankfurt University::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:618","ORG;ZEntity","['Marburg University']","Marburg University","Marburg University::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:620","MISC;ZEntity","['German']","German","German::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:623","ORG;ZEntity","['Eclipse Aviation Corporation']","Eclipse Aviation Corporation","Eclipse Aviation Corporation::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:624","LOC;ZEntity","['Albuquerque']","Albuquerque","Albuquerque::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:625","LOC;ZEntity","['Mexican','Mexico','New Mexico']","New Mexico","New Mexico::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:626","MISC;ZEntity","['Eclipse 500']","Eclipse 500","Eclipse 500::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:628","ORG;ZEntity","['Microsoft']","Microsoft","Microsoft::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:629","ORG;ZEntity","['Symantec']","Symantec","Symantec::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:630","PER;ZEntity","['Raburn','Vern Raburn']","Vern Raburn","Vern Raburn::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:635","TIME;ZEntity","['August 20','2009','February 2009']","February 2009","February 2009::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:636","ORG;ZEntity","['Eclipse Aerospace']","Eclipse Aerospace","Eclipse Aerospace::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:637","ORG;ZEntity","['Eclipse']","Eclipse","Eclipse::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:638","LOC;ZEntity","['Albuquerque International Sunport']","Albuquerque International Sunport","Albuquerque International Sunport::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:639","LOC;ZEntity","['Gainesville Regional Airport']","Gainesville Regional Airport","Gainesville Regional Airport::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:641","LOC;ZEntity","['America','American','NYC','New York','New York City','New York City 's','Rhode Island']","New York","New York::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:642","MISC;ZEntity","['Calochortus lyallii']","Calochortus lyallii","Calochortus lyallii::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:643","MISC;ZEntity","['Lyall 's mariposa lily']","Lyall 's mariposa lily","Lyall 's mariposa lily::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:644","LOC;ZEntity","['North American']","North American","North American::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:645","MISC;ZEntity","['lily family']","lily family","lily family::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:646","LOC;ZEntity","['Province of British Columbia']","Province of British Columbia","Province of British Columbia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:647","LOC;ZEntity","['State of Washington','Washington']","State of Washington","State of Washington::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:648","LOC;ZEntity","['the northwestern United States']","the northwestern United States","the northwestern United States::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:655","PER;ZEntity","['Altomonte','Bartolomeo Altomonte']","Altomonte","Altomonte::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:656","PER;ZEntity","['Bartholomäus Hohenberg']","Bartholomäus Hohenberg","Bartholomäus Hohenberg::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:657","TIME;ZEntity","['24 February 1694']","24 February 1694","24 February 1694::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:658","LOC;ZEntity","['Warsaw']","Warsaw","Warsaw::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:659","TIME;ZEntity","['11 November 1783']","11 November 1783","11 November 1783::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:660","LOC;ZEntity","['Sankt Florian']","Sankt Florian","Sankt Florian::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:661","PER;ZEntity","['Martino Altomonte']","Martino Altomonte","Martino Altomonte::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:663","LOC;ZEntity","['Linz']","Linz","Linz::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:667","PER;ZEntity","['Mario Amilivia']","Mario Amilivia","Mario Amilivia::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:668","TIME;ZEntity","['9 November 1957']","9 November 1957","9 November 1957::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:669","LOC;ZEntity","['Kingdom of León','Leon','Leonese','Leonese Country','León']","León","León::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:673","PER;ZEntity","['Antonio Amilivia']","Antonio Amilivia","Antonio Amilivia::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:674","ORG;ZEntity","['Cultural y Deportiva Leonesa']","Cultural y Deportiva Leonesa","Cultural y Deportiva Leonesa::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:677","ORG;ZEntity","['University of León']","University of León","University of León::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:678","ORG;ZEntity","['Federación Regional de Municipios','Regional Federation of Municipalities']","Regional Federation of Municipalities","Regional Federation of Municipalities::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:679","LOC;ZEntity","['Provinces of Castile - León','Provincias de Castilla y León']","Provinces of Castile - León","Provinces of Castile - León::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:680","ORG;ZEntity","['Partido Popular of León']","Partido Popular of León","Partido Popular of León::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:682","ORG;ZEntity","['Partido Popular of Castile - León']","Partido Popular of Castile - León","Partido Popular of Castile - León::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:683","ORG;ZEntity","['Spanish Parliament']","Spanish Parliament","Spanish Parliament::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:684","LOC;ZEntity","['Elbe','Elbe Lateral Canal']","Elbe","Elbe::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:685","LOC;ZEntity","['Lower Saxony']","Lower Saxony","Lower Saxony::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:686","LOC;ZEntity","['Mittelland Canal']","Mittelland Canal","Mittelland Canal::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:687","LOC;ZEntity","['Gifhorn']","Gifhorn","Gifhorn::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:688","LOC;ZEntity","['Artlenburg']","Artlenburg","Artlenburg::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:694","LOC;ZEntity","['Mitteland Canal']","Mitteland Canal","Mitteland Canal::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:695","LOC;ZEntity","['Uelzen']","Uelzen","Uelzen::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:696","LOC;ZEntity","['Scharnebeck']","Scharnebeck","Scharnebeck::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:697","LOC;ZEntity","['Lüneburg']","Lüneburg","Lüneburg::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:698","LOC;ZEntity","['Wittingen']","Wittingen","Wittingen::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:699","LOC;ZEntity","['Wulfstorf']","Wulfstorf","Wulfstorf::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:700","LOC;ZEntity","['Bienenbüttel']","Bienenbüttel","Bienenbüttel::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:701","PER;ZEntity","['Mário Cravo','Mário Cravo Neto','Neto']","Mário Cravo Neto","Mário Cravo Neto::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:702","LOC;ZEntity","['Salvador']","Salvador","Salvador::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:703","TIME;ZEntity","['April 20 ','1947']","April 20 , 1947","April 20 , 1947::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:704","TIME;ZEntity","['August 9 ','2009']","August 9 , 2009","August 9 , 2009::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:705","PER;ZEntity","['Mário Cravo Júnior']","Mário Cravo Júnior","Mário Cravo Júnior::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:708","ORG;ZEntity","['Art Students League of New York']","Art Students League of New York","Art Students League of New York::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:709","MISC;ZEntity","['São Paulo Art Biennial']","São Paulo Art Biennial","São Paulo Art Biennial::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:712","TIME;ZEntity","['10 April 2009','2009','April 15','2009','July 6','2009','March 26','2009','October 2009','September 2009']","2009","2009::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:713","PER;ZEntity","['Christian Cravo']","Christian Cravo","Christian Cravo::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:717","LOC;ZEntity","['Central America']","Central America","Central America::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:718","LOC;ZEntity","['Mexican','Mexico']","Mexico","Mexico::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:719","LOC;ZEntity","['Guatemala']","Guatemala","Guatemala::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:720","LOC;ZEntity","['Honduras']","Honduras","Honduras::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:721","LOC;ZEntity","['Belize']","Belize","Belize::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:723","ORG;ZEntity","['BENS’']","BENS’","BENS’::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:724","LOC;ZEntity","['American','U.S','U.S.','United States']","U.S","U.S::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:725","LOC;ZEntity","['Russian','Soviet','Soviet Union','Soviets','USSR']","Soviet","Soviet::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:726","ORG;ZEntity","['Department of Defense']","Department of Defense","Department of Defense::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:727","ORG;ZEntity","['BRAC']","BRAC","BRAC::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:728","ORG;ZEntity","['Departments of State']","Departments of State","Departments of State::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:729","ORG;ZEntity","['Treasury']","Treasury","Treasury::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:730","ORG;ZEntity","['Homeland Security']","Homeland Security","Homeland Security::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:731","ORG;ZEntity","['Office of the Director of National Intelligence']","Office of the Director of National Intelligence","Office of the Director of National Intelligence::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:732","ORG;ZEntity","['BENS']","BENS","BENS::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:733","ORG;ZEntity","['Air Force','USAF']","Air Force","Air Force::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:734","PER;ZEntity","['Norton A. Schwartz']","Norton A. Schwartz","Norton A. Schwartz::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:735","ORG;ZEntity","['U.S. Air Force']","U.S. Air Force","U.S. Air Force::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:736","PER;ZEntity","['Norman C. Chambers']","Norman C. Chambers","Norman C. Chambers::PER","PER"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:741","LOC;ZEntity","['Maple']","Maple","Maple::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:742","LOC;ZEntity","['Crawford Township']","Crawford Township","Crawford Township::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:743","LOC;ZEntity","['Currituck County']","Currituck County","Currituck County::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:744","LOC;ZEntity","['NC','North Carolina']","NC","NC::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:745","LOC;ZEntity","['NC Highway 168']","NC Highway 168","NC Highway 168::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:746","LOC;ZEntity","['Maple Road','SR 1246']","SR 1246","SR 1246::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:748","MISC;ZEntity","['Currituck U.S. Geological Survey Map']","Currituck U.S. Geological Survey Map","Currituck U.S. Geological Survey Map::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:749","ORG;ZEntity","['The United States Postal Service']","The United States Postal Service","The United States Postal Service::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:750","LOC;ZEntity","['3452 Caratoke Hwy']","3452 Caratoke Hwy","3452 Caratoke Hwy::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:752","LOC;ZEntity","['Coinjock Bay']","Coinjock Bay","Coinjock Bay::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:753","LOC;ZEntity","['Currituck Sound']","Currituck Sound","Currituck Sound::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:754","LOC;ZEntity","['Great Swamp']","Great Swamp","Great Swamp::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:755","LOC;ZEntity","['Barco']","Barco","Barco::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:756","LOC;ZEntity","['Currituck']","Currituck","Currituck::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:757","ORG;ZEntity","['FK Sarajevo','Fudbalski klub Sarajevo']","FK Sarajevo","FK Sarajevo::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:758","LOC;ZEntity","['Bosnian']","Bosnian","Bosnian::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:759","LOC;ZEntity","['Sarajevo']","Sarajevo","Sarajevo::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:760","LOC;ZEntity","['Bosnia','Bosnia a Herzegovina','Bosnia and Herzegovina']","Bosnia and Herzegovina","Bosnia and Herzegovina::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:761","TIME;ZEntity","['24 October 1946']","24 October 1946","24 October 1946::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:762","LOC;ZEntity","['SR Bosnia']","SR Bosnia","SR Bosnia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:763","LOC;ZEntity","['SFR Yugoslavia']","SFR Yugoslavia","SFR Yugoslavia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:764","ORG;ZEntity","['Yugoslav First League']","Yugoslav First League","Yugoslav First League::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:765","LOC;ZEntity","['Socialist Yugoslavia','Yugoslav']","Yugoslav","Yugoslav::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:766","MISC;ZEntity","['Yugoslav First League']","Yugoslav First League","Yugoslav First League::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:767","TIME;ZEntity","['1948','July 1948']","1948","1948::TIME","TIME"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:769","LOC;ZEntity","['Yugoslav','Yugoslavia']","Yugoslavia","Yugoslavia::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:770","MISC;ZEntity","['Bosnian War']","Bosnian War","Bosnian War::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:771","ORG;ZEntity","['Premier League']","Premier League","Premier League::ORG","ORG"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:773","MISC;ZEntity","['Bosnian championships']","Bosnian championships","Bosnian championships::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:775","MISC;ZEntity","['Bosnian Cups']","Bosnian Cups","Bosnian Cups::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:776","MISC;ZEntity","['Bosnian Supercup']","Bosnian Supercup","Bosnian Supercup::MISC","MISC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:777","LOC;ZEntity","['Europe','European']","European","European::LOC","LOC"
"4:94d2b4d1-0616-4f97-90b3-3538986833d7:778","ORG;ZEntity","['FK Željezničar']","FK Željezničar","FK Željezničar::ORG","ORG"
